probe_id,matched_peak,distance_bp,within_threshold
cg01971181,,30001,False
cg10439737,,4040,False
cg03394150,,3476,False
cg00168694,,26401,False
cg08290240,BRCA_203888,634,True
cg09905511,,44904,False
cg10861897,,25186,False
cg05828005,,14869,False
cg07561747,,3541,False
cg11727383,BRCA_122898,679,True
cg05062612,,7696,False
cg10104252,,7612,False
cg10201712,,60215,False
cg05539745,BRCA_59650,77,True
cg08632909,BRCA_131433,96,True
cg11660826,,4058,False
cg03538436,,3842,False
cg04728978,,48908,False
cg10480461,,2411,False
cg04336561,,6558,False
cg04348247,,2153,False
cg07612562,,247303,False
cg03668718,,26547,False
cg01762070,,2234,False
cg06003986,,18153,False
cg04402007,,70892,False
cg07115626,,17426,False
cg02595832,,3874,False
cg03625676,,4345,False
cg03329572,,17417,False
cg00267142,,3665,False
cg05888643,,5847,False
cg07961887,BRCA_99785,203,True
cg01587049,,11182,False
cg04396721,,8658,False
cg07400592,,56670,False
cg11672740,,19094,False
cg04505252,BRCA_68410,290,True
cg00876757,,143753,False
cg04985661,,31987,False
cg05709782,BRCA_201878,66,True
cg05765011,BRCA_165196,144,True
cg04972046,BRCA_81556,1112,True
cg08624680,BRCA_76252,1972,True
cg08096367,,60481,False
cg03096126,,40009,False
cg07139762,,3331,False
cg00989986,,5248,False
cg11117364,,7790,False
cg08528984,,46464,False
cg05882680,BRCA_177954,879,True
cg06653045,,4300,False
cg04763554,,46968,False
cg01587630,BRCA_83474,1974,True
cg05240760,,9565,False
cg05770238,,3813,False
cg08265926,,3439,False
cg04495995,,29574,False
cg02069524,,6390,False
cg01216370,,4672,False
cg04564030,,4321,False
cg05279092,,8824,False
cg10557683,,25178,False
cg00566297,BRCA_21047,666,True
cg00491428,BRCA_91805,548,True
cg07834743,BRCA_57717,292,True
cg03723510,BRCA_59487,122,True
cg05647859,,46299,False
cg06151165,,2899,False
cg01016191,,9106,False
cg01718447,,4966,False
cg08332594,,11010,False
cg11724750,,12063,False
cg07570723,,8323,False
cg10576051,,15624,False
cg00333226,,13560,False
cg11467141,BRCA_31187,1250,True
cg10063845,,95809,False
cg08930672,,21556,False
cg05678462,BRCA_66925,226,True
cg10932874,,7169,False
cg01984802,,12820,False
cg06489728,,150050,False
cg07838495,BRCA_172163,113,True
cg02108850,,18079,False
cg07112154,,4925,False
cg03540175,BRCA_40671,1675,True
cg11246938,,8230,False
cg07092029,,12329,False
cg05731713,,9401,False
cg08824840,,15126,False
cg05864564,,10165,False
cg04050867,,7393,False
cg04986899,BRCA_166412,1256,True
cg04643822,,45565,False
cg09052854,,13921,False
cg04093633,,24340,False
cg11424456,,5919,False
cg11026400,,5144,False
cg02736313,,27039,False
cg01310473,,169779,False
cg08249988,BRCA_192888,1762,True
cg05876463,,2485,False
cg03000419,BRCA_133876,318,True
cg03227184,,13956,False
cg06732395,,3474,False
cg09032310,,39467,False
cg01461410,,8883,False
cg09322899,,2863,False
cg03852144,,77989,False
cg07252308,BRCA_11017,387,True
cg00308440,,84858,False
cg02304233,,6116,False
cg02305377,,17479,False
cg01144768,BRCA_21676,399,True
cg11253913,,3251,False
cg10283505,,25370,False
cg01101344,BRCA_164635,1024,True
cg09026038,,6332,False
cg02749463,,66576,False
cg10932018,BRCA_59781,1209,True
cg08526991,BRCA_21983,159,True
cg04774597,,8017,False
cg04507775,,21416,False
cg07819944,BRCA_124764,1560,True
cg07224291,BRCA_78752,855,True
cg02004370,,22200,False
cg04343045,,12082,False
cg11471772,,2419,False
cg09240763,,5038,False
cg01305745,BRCA_167600,907,True
cg01824933,BRCA_182178,274,True
cg03433642,,6569,False
cg04852776,,4122,False
cg09220361,,187669,False
cg04273303,,2790,False
cg02701024,,92008,False
cg04030486,,85699,False
cg03186486,,15726,False
cg06120359,,3756,False
cg01576677,,3625,False
cg09628962,,33566,False
cg05374271,,7936,False
cg02192520,BRCA_141324,1410,True
cg02504820,,295059,False
cg02091109,,89898,False
cg08443845,BRCA_206365,502,True
cg06940792,,5392,False
cg09987620,,26243,False
cg07629776,,12628,False
cg00104608,,57329,False
cg01999046,,1562108,False
cg00210856,BRCA_65023,532,True
cg06582782,,8844,False
cg11355135,,5066,False
cg06797617,,9242,False
cg01421943,,17980,False
cg10396546,,58645,False
cg07515422,,6661,False
cg04543008,,9899,False
cg05956608,BRCA_17474,1288,True
cg07147449,BRCA_145264,31,True
cg04534697,,22671,False
cg10418524,,63638,False
cg08330690,,9034,False
cg07831273,,7267,False
cg04598517,,2215,False
cg01184975,,38545,False
cg02213684,BRCA_63182,692,True
cg02388319,,15407,False
cg00085416,BRCA_99129,142,True
cg00963071,,11705,False
cg06600725,,8592,False
cg06299307,,6520,False
cg09024435,,34780,False
cg01655356,BRCA_131642,1605,True
cg04023150,,8383,False
cg10830145,,14388,False
cg11851804,,3655,False
cg03048084,,4351,False
cg02876191,,7240,False
cg10549331,BRCA_105873,46,True
cg02968405,,6813,False
cg09671258,,4194,False
cg03018634,,29968,False
cg05985589,,3506,False
cg10580144,,51597,False
cg10037494,,4161,False
cg03592218,,9841,False
cg02611848,BRCA_27956,178,True
cg07537417,,5634,False
cg10529555,BRCA_16864,1798,True
cg05096467,,5779,False
cg11806439,,9301,False
cg00218447,,4286,False
cg10094616,,6625,False
cg01695083,,1147788,False
cg10508317,BRCA_182487,630,True
cg05184456,,482178,False
cg06740600,,5636,False
cg03978375,,3612,False
cg06444282,,8437,False
cg05900538,,7522,False
cg05133205,,2246,False
cg04349243,BRCA_121951,486,True
cg04780086,,8413,False
cg11597131,,64540,False
cg06355908,,1110364,False
cg10192893,,13379,False
cg04014062,,26068,False
cg06105694,,6481,False
cg04118102,,4829,False
cg05160563,,35194,False
cg00991794,,10105,False
cg06742719,,2669,False
cg06153448,BRCA_22271,86,True
cg09055992,,5122,False
cg02589685,BRCA_125867,1069,True
cg07636194,,15472,False
cg04986015,,7440,False
cg01388649,BRCA_177681,316,True
cg10184289,,3116,False
cg07802350,,63533,False
cg00563926,,25618,False
cg01940855,,14127,False
cg00527440,,446252,False
cg09054633,,21780,False
cg04522625,,11630,False
cg04596071,BRCA_82098,1094,True
cg08508368,,6525,False
cg10425245,,5346,False
cg11505113,BRCA_18133,1415,True
cg01941585,,2481,False
cg03417788,,26247,False
cg01030121,,92847,False
cg06457534,,60068,False
cg03837313,,9841,False
cg02855850,,2711,False
cg07739205,,3691,False
cg09142578,,25542,False
cg05542338,BRCA_50395,736,True
cg10436410,,12625,False
cg01000937,,23726,False
cg04251368,BRCA_125868,235,True
cg04674529,,27621,False
cg01770948,BRCA_164226,170,True
cg08713073,,2158,False
cg05264279,BRCA_92251,1161,True
cg02247178,,23572,False
cg09695033,,19767,False
cg07071478,BRCA_140298,1125,True
cg05509609,,25967,False
cg11112911,,9688,False
cg09737314,,4347,False
cg02541778,,13752,False
cg05909343,,17853,False
cg04215800,,14481,False
cg00067742,,13528,False
cg04685170,BRCA_88012,1015,True
cg04576672,BRCA_141183,1141,True
cg01637175,BRCA_173352,1326,True
cg11230435,,2614,False
cg07984133,BRCA_147488,1376,True
cg04534765,BRCA_188050,1671,True
cg01070161,BRCA_49765,69,True
cg01419831,,21933,False
cg04840339,,3842,False
cg10399929,,26558,False
cg02910054,,11483,False
cg09597070,,23511,False
cg03269020,,35418,False
cg04724807,,18112,False
cg11213520,BRCA_145197,643,True
cg01875838,BRCA_190647,312,True
cg08489309,,54428,False
cg06678468,,5902,False
cg03763508,BRCA_83891,10,True
cg02573357,,5463,False
cg11823511,,17396,False
cg07894967,,28696,False
cg10331100,BRCA_170918,1746,True
cg05477834,,4269,False
cg08158952,,8435,False
cg03792162,,30366,False
cg06923531,BRCA_191795,102,True
cg00003298,BRCA_145197,324,True
cg07748159,BRCA_133876,534,True
cg03357798,,24743,False
cg08622675,,6247,False
cg06186992,,3812,False
cg01534527,BRCA_39720,139,True
cg06233731,,7927,False
cg09670128,,3928,False
cg04972745,,2020,False
cg09433131,,13777,False
cg10231116,,8430,False
cg07851675,BRCA_57626,312,True
cg01419567,BRCA_99296,1328,True
cg08920032,,5543,False
cg02870946,,26155,False
cg11773243,,128510,False
cg08673716,,4810,False
cg05626259,,22184,False
cg01554963,,9277,False
cg04342202,,4894,False
cg00544449,,12353,False
cg02974928,BRCA_14635,911,True
cg01149239,,5136,False
cg02677198,,15433,False
cg01480180,,6996,False
cg01011918,,13643,False
cg05277122,,2299,False
cg00853103,,428499,False
cg10305797,,5588,False
cg10427027,,37743,False
cg07898264,,18638,False
cg08251761,BRCA_125433,284,True
cg08103988,,2013,False
cg09265586,,5500,False
cg03748376,,137507,False
cg09065714,,13100,False
cg11916478,,2484,False
cg05373875,,7770,False
cg02495445,,172519,False
cg09829319,,4696,False
cg08787268,,2327,False
cg02043159,,131682,False
cg10290276,BRCA_125801,1337,True
cg07945618,BRCA_163816,19,True
cg01819759,,3881,False
cg02571636,,47668,False
cg01234308,,13456,False
cg02736505,BRCA_21672,194,True
cg03257172,,6792,False
cg07447922,,12487,False
cg06296331,,10897,False
cg05293738,,4256,False
cg03604322,,12667,False
cg00193021,,29967,False
cg09383907,,3784,False
cg08666915,,2235,False
cg05242915,BRCA_188669,73,True
cg07277061,,35063,False
cg09839635,,61525,False
cg02666246,,6163,False
cg01056889,,20282,False
cg06038201,BRCA_129949,222,True
cg00778190,,4645,False
cg04392284,,1233686,False
cg07521789,BRCA_156454,82,True
cg00336150,BRCA_30285,564,True
cg01424839,BRCA_193402,1162,True
cg02054964,,12162,False
cg11348442,,2511,False
cg08725319,BRCA_92204,1404,True
cg02145932,,3327,False
cg05556361,BRCA_100387,1514,True
cg00366103,,9912,False
cg02129737,,19836,False
cg00868875,,8035,False
cg01341216,,12381,False
cg04963199,BRCA_170746,575,True
cg03729152,,2432,False
cg11536940,,8850,False
cg01539036,,10759,False
cg05942574,BRCA_178177,438,True
cg03905795,BRCA_131642,356,True
cg04034967,,53815,False
cg08493294,,7691,False
cg08997628,,17005,False
cg05415131,,11929,False
cg05072008,,4908,False
cg00945293,,46813,False
cg03177551,,2005,False
cg09285543,,6762,False
cg08643994,,33197,False
cg00582583,,14942,False
cg01808736,BRCA_57323,114,True
cg09059466,,18021,False
cg05849109,,36333,False
cg07964754,BRCA_170320,1742,True
cg00070899,BRCA_70658,1706,True
cg00161955,,11464,False
cg06889339,BRCA_81556,1005,True
cg04025150,,47646,False
cg08182270,,13976,False
cg05315321,BRCA_154163,113,True
cg02331830,,5317,False
cg05728019,BRCA_67004,51,True
cg11374425,,33564,False
cg00418216,,2090,False
cg11902424,,6791,False
cg04175027,,261483,False
cg11829608,,15555,False
cg06043792,,42699,False
cg11782635,,3446,False
cg05060949,,5933,False
cg09214243,,2391,False
cg06705265,,441879,False
cg06430465,BRCA_164381,180,True
cg00056433,BRCA_12603,1001,True
cg02925367,,2098,False
cg08533336,,20764,False
cg02660277,,5875,False
cg08447739,BRCA_124638,1784,True
cg09468264,,26919,False
cg04646674,BRCA_191339,1761,True
cg11444704,,2457,False
cg03601372,,2658,False
cg05309948,,2030,False
cg03221483,BRCA_182090,1042,True
cg10175249,,200356,False
cg05151154,,17423,False
cg02921623,,119648,False
cg02736420,,16247,False
cg08398691,,91351,False
cg08867825,,74183,False
cg08246405,,126192,False
cg05111645,,12751,False
cg04560213,,33732,False
cg03238396,,10287,False
cg03320170,,14376,False
cg05922384,,12169,False
cg08466792,BRCA_57656,180,True
cg04197086,,20382,False
cg07851738,,7266,False
cg02717150,,3619,False
cg05591741,,5485,False
cg11370064,,137683,False
cg08993172,BRCA_128202,1915,True
cg05997414,,8510,False
cg08354889,BRCA_127575,1744,True
cg11784799,BRCA_106466,116,True
cg03260792,,4809,False
cg06623778,,3625,False
cg07133629,,195097,False
cg04424621,,10131,False
cg02052142,,11310,False
cg05394840,,32769,False
cg06951565,BRCA_66392,741,True
cg08263750,,159930,False
cg00401433,,9101,False
cg04508804,,10986,False
cg02944312,,8393,False
cg05574515,,5392,False
cg06914015,,50930,False
cg02273398,BRCA_72608,1103,True
cg01518723,,7586,False
cg11964006,,12789,False
cg04112211,,10594,False
cg02245566,,86405,False
cg08609839,BRCA_57486,405,True
cg03527501,,4718,False
cg09851528,,28659,False
cg03393996,BRCA_50034,252,True
cg05729015,,144982,False
cg04222358,,40651,False
cg07020596,,19200,False
cg11199869,BRCA_13710,149,True
cg03225210,,40991,False
cg07931411,,4147,False
cg03055671,,3245,False
cg08227526,,3314,False
cg01015395,,12199,False
cg04574459,,342776,False
cg11383802,BRCA_131719,976,True
cg06103243,BRCA_49158,976,True
cg09947844,,10310,False
cg04563046,,6234,False
cg00466108,,43841,False
cg08808128,,20211,False
cg03270710,,5574,False
cg09175834,,100344,False
cg10954469,,5024,False
cg09135656,,5427,False
cg01421140,,59350,False
cg05634428,BRCA_57361,1203,True
cg07281370,,3236,False
cg07326438,,10580,False
cg11382529,,4975,False
cg10902101,,72042,False
cg03367622,,12993,False
cg08171206,,5882,False
cg02264082,,37399,False
cg04672750,,5107,False
cg04496791,BRCA_71547,987,True
cg01156249,,12188,False
cg10771315,,95272,False
cg04108298,,365477,False
cg01735080,,2403,False
cg09635053,,6333,False
cg11376339,BRCA_25146,10,True
cg08493776,,10706,False
cg08484080,,2991,False
cg09853371,,20226,False
cg04085768,,22847,False
cg10938702,BRCA_59486,331,True
cg03243226,,34658,False
cg11227520,,3202,False
cg03243450,BRCA_57548,116,True
cg11459006,,14975,False
cg03826463,BRCA_48505,1435,True
cg01943766,,3277,False
cg06931941,BRCA_172001,1964,True
cg03757784,,38020,False
cg04418999,,22661,False
cg08439122,BRCA_18991,314,True
cg01702312,BRCA_150797,584,True
cg11631592,BRCA_79944,476,True
cg03691144,,24485,False
cg03951219,,19744,False
cg06503907,BRCA_67913,65,True
cg00126320,,6522,False
cg11836212,BRCA_4450,1007,True
cg00535683,,9070,False
cg11712990,,10606,False
cg01310920,,6596,False
cg11885396,,15555,False
cg11398452,,16548,False
cg09977969,,2328,False
cg06704573,,15549,False
cg09411597,,11508,False
cg11738198,,20883,False
cg00726029,,35908,False
cg02433671,BRCA_190799,666,True
cg11390378,BRCA_55638,1941,True
cg02964065,,23261,False
cg02641517,,23116,False
cg11642377,,30111,False
cg05756492,BRCA_17222,1331,True
cg03953232,,24670,False
cg00628788,,159863,False
cg08678044,,18918,False
cg10193997,,64461,False
cg07401230,,25028,False
cg11591325,,122127,False
cg08866780,,21720,False
cg05158615,,22747,False
cg05287284,,40298,False
cg03336086,,45011,False
cg03615568,,95663,False
cg11256956,BRCA_137208,798,True
cg09571972,BRCA_66878,126,True
cg06567290,,4321,False
cg03310376,BRCA_38196,473,True
cg07724670,,3205,False
cg08206267,BRCA_192539,135,True
cg06501113,,11588,False
cg02306493,BRCA_191270,61,True
cg08740240,,139686,False
cg10541755,BRCA_47232,1153,True
cg06584329,,789383,False
cg08184936,,32521,False
cg06913501,,10582,False
cg06968354,BRCA_168007,1567,True
cg08183724,,7907,False
cg10493436,BRCA_12552,1882,True
cg07084004,,3375,False
cg02470690,BRCA_69693,335,True
cg00002837,,28956,False
cg03297163,,6204,False
cg04880990,BRCA_140841,601,True
cg07029411,,25702,False
cg11385003,,7796,False
cg04836442,,14370,False
cg07259382,BRCA_56329,810,True
cg01532168,,2987,False
cg07138024,,4786,False
cg00767496,,3537,False
cg04198308,,40420,False
cg04112590,BRCA_54923,574,True
cg09515953,,8958,False
cg07974025,,17019,False
cg04690998,,5705,False
cg02052895,,36750,False
cg03758150,,146496,False
cg10068989,,27966,False
cg07914084,,163957,False
cg06812747,BRCA_164312,1417,True
cg00416208,,34112,False
cg11354857,,2727,False
cg08654960,BRCA_170444,1749,True
cg07336099,,37379,False
cg06990967,,2549,False
cg05505803,,16912,False
cg02220008,,14464,False
cg02527886,,5251,False
cg08869573,BRCA_140355,301,True
cg10521480,,4441,False
cg06521149,,3480,False
cg04904609,,34398,False
cg08572611,,6331,False
cg01256232,,10464,False
cg01049530,,53353,False
cg07837520,,3865,False
cg06164973,,31283,False
cg08010362,,45005,False
cg04124352,BRCA_58868,198,True
cg09578475,,37525,False
cg06220761,BRCA_116430,1002,True
cg00449021,BRCA_20514,29,True
cg03466717,,11250,False
cg02753511,BRCA_131215,866,True
cg09053536,,13348,False
cg10400362,,4818,False
cg10904972,,20375,False
cg05827631,,76052,False
cg00017842,,9774,False
cg05606376,BRCA_59216,72,True
cg00498591,BRCA_37942,495,True
cg11931953,,5674,False
cg07459019,BRCA_183172,337,True
cg03510486,,3668,False
cg01561916,BRCA_25208,1696,True
cg00504705,,16031,False
cg08892613,,4441,False
cg02878891,,4715,False
cg07115542,BRCA_152322,303,True
cg06800235,,11894,False
cg11354906,,2294,False
cg06808751,,2631,False
cg02955343,,6554,False
cg07953201,,4757,False
cg04555966,BRCA_85211,1283,True
cg10916401,,25003,False
cg07142201,,216202,False
cg07493516,BRCA_52364,1898,True
cg10428345,,18017,False
cg00025347,,4260,False
cg10558887,BRCA_148039,883,True
cg02367828,BRCA_285,1356,True
cg11521079,,5614,False
cg07540421,,4714,False
cg08294044,BRCA_99060,1699,True
cg03659519,,2074,False
cg00893242,,37506,False
cg06609843,,11874,False
cg01510813,BRCA_13289,1321,True
cg00134190,BRCA_66791,1186,True
cg08696727,,35906,False
cg01433955,BRCA_203458,477,True
cg00212119,,23617,False
cg07200280,,3632,False
cg05151803,BRCA_92022,399,True
cg04945331,,6060,False
cg04246526,BRCA_40121,1471,True
cg04607372,BRCA_59785,917,True
cg03345116,,18024,False
cg01364755,BRCA_115771,798,True
cg02167438,,19405,False
cg06900899,,6573,False
cg08281123,,84457,False
cg03756778,,42123,False
cg02784823,,6633,False
cg02662576,,5729,False
cg07185695,,7742,False
cg07522416,,32458,False
cg10503138,,42786,False
cg02126753,,2230,False
cg08129583,BRCA_30786,1274,True
cg01977762,BRCA_189545,183,True
cg00944193,BRCA_148003,1410,True
cg03290602,,4679,False
cg07835051,,119350,False
cg07153010,,51496,False
cg10362542,BRCA_182639,929,True
cg08305436,,21974,False
cg11573566,,4096,False
cg07636145,,2635,False
cg07065111,BRCA_21983,22,True
cg00329270,,2185,False
cg00754103,BRCA_13184,111,True
cg05959459,BRCA_10312,238,True
cg08617683,,2720,False
cg08001668,,36892,False
cg08075204,,33713,False
cg09115646,,7224,False
cg11889692,BRCA_155039,660,True
cg11641102,,14174,False
cg07026433,BRCA_90083,26,True
cg05168015,,16331,False
cg04922681,,6048,False
cg04667538,BRCA_29496,1494,True
cg09817024,,2932,False
cg09699193,,10709,False
cg11621464,BRCA_195096,892,True
cg07869023,,14442,False
cg08965276,,4975,False
cg10041069,,12093,False
cg10287111,,30713,False
cg11024449,,16413,False
cg02858606,,157454,False
cg07159802,,14788,False
cg02220837,BRCA_37674,1268,True
cg09221867,,130254,False
cg01111358,,14324,False
cg07099084,,111897,False
cg04917391,,2074,False
cg00523161,,20606,False
cg06679538,BRCA_164010,535,True
cg06415710,,5765,False
cg09480190,,2411,False
cg06573378,,18610,False
cg04324821,BRCA_29291,720,True
cg07997493,,9161,False
cg11892240,,14937,False
cg10490099,,11208,False
cg05971966,BRCA_59344,230,True
cg10643691,,2349,False
cg00832555,,4930,False
cg08117309,BRCA_151917,399,True
cg09942424,,5157,False
cg02109189,,4785,False
cg01039763,,1671449,False
cg00589181,BRCA_44336,315,True
cg07503658,,3660,False
cg05376754,,2206,False
cg06822340,,34361,False
cg00491021,,11424,False
cg04588165,BRCA_174519,1592,True
cg06692929,,2934,False
cg02061229,,13281,False
cg02788400,,16898,False
cg03037150,,3237,False
cg05586457,BRCA_30787,781,True
cg04780984,,27883,False
cg02734955,,5121,False
cg06460983,,57392,False
cg11264206,,14497,False
cg08815365,,93362,False
cg04443360,BRCA_85738,509,True
cg06746774,BRCA_4132,1951,True
cg02415020,,7172,False
cg01200640,BRCA_92389,272,True
cg09544050,BRCA_106630,61,True
cg07242860,,13398,False
cg10336108,,9641,False
cg08900158,BRCA_146883,1247,True
cg01971547,,3521,False
cg06374079,,3853,False
cg03656099,BRCA_179832,299,True
cg11550547,BRCA_132963,610,True
cg11851456,,4189,False
cg05276155,,13190,False
cg04807036,,6314,False
cg10331119,,53225,False
cg08239804,BRCA_78850,1731,True
cg02860921,,5441,False
cg01755562,BRCA_45538,211,True
cg09656934,,9995,False
cg05384102,,38123,False
cg11431957,,3190,False
cg02387639,,35800,False
cg07906688,,19837,False
cg06636195,,12588,False
cg08934785,,3498,False
cg09340205,,123002,False
cg08767182,BRCA_61495,1878,True
cg09143316,,13396,False
cg04265326,BRCA_79697,317,True
cg08712932,,5114,False
cg00040862,,45180,False
cg00446414,,3356,False
cg08320122,,40321,False
cg08828621,,6966,False
cg01020413,,20561,False
cg08470742,BRCA_81711,871,True
cg09772333,BRCA_195383,1036,True
cg05783139,,55915,False
cg03114253,BRCA_12202,1054,True
cg07317366,,4350,False
cg04493169,,2562,False
cg07616394,,36337,False
cg03742629,BRCA_12447,1241,True
cg03225580,,35613,False
cg00136968,,42581,False
cg07950002,,3784,False
cg02580923,,2361,False
cg03567830,,10514,False
cg07113230,,14036,False
cg02213103,,17080,False
cg04263436,,2995,False
cg07152817,,7060,False
cg00403251,,9630,False
cg06125461,,12674,False
cg01119407,BRCA_145160,295,True
cg05049825,,107761,False
cg02482460,,28358,False
cg05569909,BRCA_122898,958,True
cg02505002,,9204,False
cg07638450,,7018,False
cg07172242,BRCA_170707,1792,True
cg03404143,,2095,False
cg11594940,,2525,False
cg03287339,BRCA_164285,778,True
cg06807397,,2377,False
cg04932551,,6998,False
cg04954559,,58423,False
cg07835424,,4825,False
cg01891736,BRCA_165880,709,True
cg08211704,,27155,False
cg01711160,,61847,False
cg02337614,,3492,False
cg00157668,,24170,False
cg07083818,BRCA_192697,453,True
cg00077547,,3355,False
cg07262247,,29127,False
cg05298458,BRCA_207971,247,True
cg01243312,BRCA_31463,639,True
cg04842146,,5318,False
cg07675998,BRCA_129680,232,True
cg07103517,BRCA_85712,1737,True
cg03969696,,3872,False
cg11854928,,18942,False
cg05334053,BRCA_534,401,True
cg08831002,,27708,False
cg04414946,BRCA_212260,1789,True
cg08141956,,12488,False
cg01174843,,3125,False
cg07354440,BRCA_12552,1814,True
cg04172395,,50416,False
cg11638200,,41578,False
cg05501498,,115571,False
cg02863087,BRCA_14556,436,True
cg02432860,,9449,False
cg10365886,,5280,False
cg08202226,BRCA_11247,111,True
cg02515467,,9207,False
cg08668551,,14954,False
cg02003460,BRCA_58631,500,True
cg09679746,,117900,False
cg00549463,,3005,False
cg08146841,,75797,False
cg10253457,BRCA_164010,759,True
cg03748603,BRCA_188982,328,True
cg06459070,,19213,False
cg05290058,BRCA_125868,271,True
cg06765217,,13640,False
cg03346415,BRCA_169381,1876,True
cg05715492,,2563,False
cg01451391,,10390,False
cg09716613,,15490,False
cg10864979,,11426,False
cg10286163,,36622,False
cg07047570,,17053,False
cg11880646,BRCA_129204,292,True
cg05406088,BRCA_160173,742,True
cg00560277,,3122,False
cg03762823,,11721,False
cg03710889,BRCA_35531,410,True
cg01719405,,23065,False
cg08791424,,16456,False
cg02084214,BRCA_68409,384,True
cg08877374,BRCA_3906,1409,True
cg00947796,,4265,False
cg05089968,,14103,False
cg00830285,BRCA_91440,761,True
cg01805574,,35610,False
cg03538565,,2622,False
cg03202077,,54595,False
cg01835474,,29060,False
cg00541303,,13015,False
cg03260530,BRCA_183576,356,True
cg07301377,,2137,False
cg09374774,,11135,False
cg06176929,,4829,False
cg11193635,,9046,False
cg00030466,,13975,False
cg06576393,BRCA_122518,1401,True
cg05852395,BRCA_181477,33,True
cg05881698,BRCA_189678,5,True
cg10875499,,3199,False
cg08364137,BRCA_92107,508,True
cg10893278,,2022,False
cg02133809,,20368,False
cg06395469,BRCA_69643,522,True
cg03679305,BRCA_1049,264,True
cg09062961,,27126,False
cg00627241,BRCA_209025,823,True
cg00058296,,5968,False
cg06991300,,148828,False
cg08167951,BRCA_88012,1259,True
cg08812692,,22575,False
cg07884867,,8065,False
cg01268541,,2259,False
cg08471835,BRCA_193003,125,True
cg10107890,,11061,False
cg00399059,,3265,False
cg06513375,,880527,False
cg05789595,,12308,False
cg03014934,,4060,False
cg00916536,,58518,False
cg10983208,BRCA_120602,940,True
cg07673838,BRCA_82319,74,True
cg03014829,BRCA_86139,800,True
cg03311339,BRCA_180563,661,True
cg11029301,BRCA_38004,468,True
cg05710540,,11571,False
cg08827307,BRCA_95735,1107,True
cg05030450,,55521,False
cg06749789,,446025,False
cg10279487,BRCA_182487,772,True
cg08368654,,3123,False
cg01476044,BRCA_91117,465,True
cg07688052,,7166,False
cg10365447,BRCA_66813,1513,True
cg07055769,BRCA_153047,1442,True
cg06704122,,5941,False
cg06073141,,10831,False
cg03930313,,4952,False
cg01612247,,4370,False
cg00014830,,2935,False
cg05374412,,6598,False
cg03112087,,19665,False
cg02145866,BRCA_42963,1854,True
cg00753442,,11352,False
cg03192897,,11586,False
cg09129067,,43423,False
cg09691862,BRCA_134213,840,True
cg07399369,,9192,False
cg08939850,BRCA_183086,1639,True
cg10680621,,4642,False
cg00215017,,1031316,False
cg01071314,,35697,False
cg10232893,,11787,False
cg06654127,BRCA_71547,851,True
cg02013838,,4847,False
cg04166042,,22710,False
cg01797257,,3662,False
cg01733570,,10518,False
cg01508380,BRCA_151400,431,True
cg05157725,,11289,False
cg00933859,,19446,False
cg07034850,,16733,False
cg03229780,,5681,False
cg02776664,BRCA_191200,281,True
cg10487659,BRCA_165210,370,True
cg05917460,,2306,False
cg01289782,,10176,False
cg01534145,,38549,False
cg00221185,,4480,False
cg10795342,BRCA_82320,495,True
cg07957294,,19184,False
cg11714406,,9794,False
cg06271387,BRCA_165488,788,True
cg08874609,,5589,False
cg00653960,BRCA_1522,1691,True
cg03898385,,2960,False
cg05616550,,66302,False
cg09397246,BRCA_162657,860,True
cg06637812,,2070,False
cg07134230,,5250,False
cg07177437,,3552,False
cg06874326,,4772,False
cg09331651,,32751,False
cg00007326,,30714,False
cg00546307,BRCA_306,1348,True
cg08373769,,36356,False
cg09383816,BRCA_98596,53,True
cg10856894,,4166,False
cg05964600,,33346,False
cg11860091,BRCA_57914,52,True
cg01781974,,12534,False
cg01794426,,3282,False
cg05393023,,4105,False
cg05303057,,6692,False
cg03252829,BRCA_71396,1546,True
cg00701514,BRCA_164420,28,True
cg11018723,,9389,False
cg09384610,BRCA_145160,345,True
cg03136493,BRCA_81369,898,True
cg05102581,BRCA_184427,558,True
cg06745030,BRCA_36351,148,True
cg03397575,,22670,False
cg00016127,,21600,False
cg07735920,,67283,False
cg02751731,,3221,False
cg07447742,BRCA_148767,84,True
cg03486986,BRCA_150851,485,True
cg01392772,,11211,False
cg09038676,BRCA_130563,249,True
cg05259836,,10538,False
cg04550524,,187169,False
cg05231018,,2477,False
cg10512875,BRCA_139392,1981,True
cg06392126,,18925,False
cg06201680,BRCA_91712,667,True
cg11724759,BRCA_7215,703,True
cg06745944,,2707,False
cg05099387,BRCA_33316,187,True
cg05578056,BRCA_164358,1906,True
cg04677581,,6766,False
cg04890607,,7747,False
cg04330516,,68958,False
cg08438033,,57705,False
cg03125427,BRCA_170857,1978,True
cg07224726,BRCA_62217,1847,True
cg02044895,,56878,False
cg08047457,,3075,False
cg10614021,,21218,False
cg10348972,,7438,False
cg00715811,,6022,False
cg06090895,,29958,False
cg05245533,BRCA_164332,174,True
cg08056069,,11792,False
cg10861135,BRCA_108218,1022,True
cg01269620,,3030,False
cg09929763,,2269,False
cg10821830,,9980,False
cg03548062,,9602,False
cg02560364,,70280,False
cg04522792,,2244,False
cg04963424,,12995,False
cg04273811,,27719,False
cg10950111,,7301,False
cg05280806,,22479,False
cg11005692,,9775,False
cg11468898,,16891,False
cg09275956,,22715,False
cg02849401,,5346,False
cg02084485,,5876,False
